"【LINE Rangers】芙莉蓮的子弟 費倫｜2024年2月新水寵",4547,https://warmycat.wordpress.com/2024/02/09/%e8%8a%99%e8%8e%89%e8%93%ae%e7%9a%84%e5%ad%90%e5%bc%9f%e8%b2%bb%e5%80%ab/
"【LINE Rangers】閃電戰士熊大｜2025年3月十一週年新暗寵",4117,https://warmycat.wordpress.com/2025/03/07/%e9%96%83%e9%9b%bb%e6%88%b0%e5%a3%ab%e7%86%8a%e5%a4%a7/
"【LINE Rangers】沈默的菲茲｜2024年4月合作水寵",4068,https://warmycat.wordpress.com/2024/04/16/%e6%b2%88%e9%bb%98%e7%9a%84%e8%8f%b2%e8%8c%b2/
"【LINE Rangers】專業賭徒兔兔｜2021年3月七週年新暗寵",4049,https://warmycat.wordpress.com/2023/02/23/%e5%b0%88%e6%a5%ad%e8%b3%ad%e5%be%92%e5%85%94%e5%85%94/
"【LINE Rangers】糖分王 坂田銀時｜2024年12月新火寵",3792,https://warmycat.wordpress.com/2024/12/22/%e5%9d%82%e7%94%b0%e9%8a%80%e6%99%82/
"【LINE Rangers】魔法戰士熊大｜2023年5月新光寵",3718,https://warmycat.wordpress.com/2023/05/12/%e9%ad%94%e6%b3%95%e6%88%b0%e5%a3%ab%e7%86%8a%e5%a4%a7/
"【LINE Rangers】鐵騎士熊大｜2023年9月新光寵",3576,https://warmycat.wordpress.com/2023/09/03/%e9%90%b5%e9%a8%8e%e5%a3%ab%e7%86%8a%e5%a4%a7/
"【LINE Rangers】荒野千金兔兔｜2024年9月週年新木寵",3564,https://warmycat.wordpress.com/2024/09/28/%e8%8d%92%e9%87%8e%e5%8d%83%e9%87%91%e5%85%94%e5%85%94/
"【LINE Rangers】阿克西斯教的女神 阿克婭｜2023年12月新水寵",3441,https://warmycat.wordpress.com/2023/12/10/%e9%98%bf%e5%85%8b%e8%a5%bf%e6%96%af%e6%95%99%e7%9a%84%e5%a5%b3%e7%a5%9e-%e9%98%bf%e5%85%8b%e5%a9%ad/
"【LINE Rangers】藝術家達文西莎莉｜2017年10月新水寵",3250,https://warmycat.wordpress.com/2023/01/29/%e8%97%9d%e8%a1%93%e5%ae%b6%e9%81%94%e6%96%87%e8%a5%bf%e8%8e%8e%e8%8e%89/
"【LINE Rangers】老爺懷錶白兔莎莉｜2022年5月新暗寵",3177,https://warmycat.wordpress.com/2023/01/26/%e8%80%81%e7%88%ba%e6%87%b7%e9%8c%b6%e7%99%bd%e5%85%94%e8%8e%8e%e8%8e%89/
"【LINE Rangers】大胃王神樂｜2024年12月合作新水寵",3173,https://warmycat.wordpress.com/2024/12/18/%e7%a5%9e%e6%a8%82/
"【LINE Rangers】引路人阿努比斯熊大｜2022年7月新光寵",3164,https://warmycat.wordpress.com/2023/01/28/%e5%bc%95%e8%b7%af%e4%ba%ba%e9%98%bf%e5%8a%aa%e6%af%94%e6%96%af%e7%86%8a%e5%a4%a7/
"【LINE Rangers】終極黑衣熊大｜2020年7月新火寵",3102,https://warmycat.wordpress.com/2023/04/21/%e7%b5%82%e6%a5%b5%e9%bb%91%e8%a1%a3%e7%86%8a%e5%a4%a7/
"【LINE Rangers】強大的超能力者 影山茂夫｜2023年6月合作新木寵",2976,https://warmycat.wordpress.com/2023/05/31/%e5%bc%b7%e5%a4%a7%e7%9a%84%e8%b6%85%e8%83%bd%e5%8a%9b%e8%80%85%e5%bd%b1%e5%b1%b1%e8%8c%82%e5%a4%ab/
"【LINE Rangers】智謀的三劍客熊大｜2024年5月新暗寵",2809,https://warmycat.wordpress.com/2024/05/11/%e6%99%ba%e8%ac%80%e7%9a%84%e4%b8%89%e5%8a%8d%e5%ae%a2%e7%86%8a%e5%a4%a7/
"【LINE Rangers】死之統治者 安茲｜2023年4月合作新火寵",2740,https://warmycat.wordpress.com/2023/03/31/%e6%ad%bb%e4%b9%8b%e7%b5%b1%e6%b2%bb%e8%80%85%e5%ae%89%e8%8c%b2/
"【LINE Rangers】冬之妖精兔兔｜2023年12月聖誕光寵",2724,https://warmycat.wordpress.com/2024/04/23/%e5%86%ac%e4%b9%8b%e5%a6%96%e7%b2%be%e5%85%94%e5%85%94/
"【LINE Rangers】格鬥強者 佐野萬次郎｜2024年8月新水寵",2595,https://warmycat.wordpress.com/2024/08/21/%e3%80%90line-rangers%e3%80%91%e6%9c%80%e4%bd%b3%e6%8b%8d%e6%aa%94-%e5%85%ab%e7%a5%9e%e5%a4%aa%e4%b8%80%ef%bd%9c2024%e5%b9%b46%e6%9c%88%e6%96%b0%e7%81%ab%e5%af%b5/
"【LINE Rangers】一番隊隊長 花垣武道｜2023年8月新火寵",2585,https://warmycat.wordpress.com/2023/08/07/%e8%8a%b1%e5%9e%a3%e6%ad%a6%e9%81%93/
"【LINE Rangers】惡魔獵人 帕瓦｜2025年8月合作新火寵",2581,https://warmycat.wordpress.com/2025/08/16/%e5%b8%95%e7%93%a6/
"【LINE Rangers】自行車選手饅頭人｜2024年7月新光寵",2473,https://warmycat.wordpress.com/2024/07/07/%e8%87%aa%e8%a1%8c%e8%bb%8a%e9%81%b8%e6%89%8b%e9%a5%85%e9%a0%ad%e4%ba%ba/
"【LINE Rangers】高中生兔兔｜2020年3月新水寵",2466,https://warmycat.wordpress.com/2023/03/25/%e9%ab%98%e4%b8%ad%e7%94%9f%e5%85%94%e5%85%94/
"【LINE Rangers】與盟友立下的誓言 FS.里維｜2022年12月新火寵",2425,https://warmycat.wordpress.com/2024/02/28/%e8%88%87%e7%9b%9f%e5%8f%8b%e7%ab%8b%e4%b8%8b%e7%9a%84%e8%aa%93%e8%a8%80fs%e9%87%8c%e7%b6%ad/
"【LINE Rangers】惡魔獵人 淀治｜2025年8月合作新水寵",2401,https://warmycat.wordpress.com/2025/08/23/%e6%b7%80%e6%b2%bb/
"【LINE Rangers】毀滅世界 FS.艾連｜2022年12月合作新木寵",2340,https://warmycat.wordpress.com/2023/06/12/%e6%af%80%e6%bb%85%e4%b8%96%e7%95%8cfs%e8%89%be%e9%80%a3/
"【LINE Rangers】電子場記板莎莉｜2022年9月新木寵",2309,https://warmycat.wordpress.com/2023/03/30/%e9%9b%bb%e5%ad%90%e5%a0%b4%e8%a8%98%e6%9d%bf%e8%8e%8e%e8%8e%89/
"【LINE Rangers】粉紅女僕兔兔｜2025年5月新暗寵",2290,https://warmycat.wordpress.com/2025/05/03/%e7%b2%89%e7%b4%85%e5%a5%b3%e5%83%95%e5%85%94%e5%85%94/
"【LINE Rangers】最佳拍檔 八神太一｜2024年6月新火寵",2112,https://warmycat.wordpress.com/2024/06/12/%e5%85%ab%e7%a5%9e%e5%a4%aa%e4%b8%80/
"【LINE Rangers】優秀女僕妹妹 雷姆｜2022年10月合作水寵",2104,https://warmycat.wordpress.com/2023/02/14/%e5%84%aa%e7%a7%80%e5%a5%b3%e5%83%95%e5%a6%b9%e5%a6%b9%e9%9b%b7%e5%a7%86/
"【LINE Rangers】熱血減重饅頭人｜2023年1月新光寵",2081,https://warmycat.wordpress.com/2023/09/15/%e7%86%b1%e8%a1%80%e6%b8%9b%e9%87%8d%e9%a5%85%e9%a0%ad%e4%ba%ba/
"【LINE Rangers】智慧稻草人饅頭人｜2023年7月新暗寵",1999,https://warmycat.wordpress.com/2023/06/30/%e6%99%ba%e6%85%a7%e7%a8%bb%e8%8d%89%e4%ba%ba%e9%a5%85%e9%a0%ad%e4%ba%ba/
"【LINE Rangers】第一次的心情 出雲天花｜2024年10月合作新水寵",1975,https://warmycat.wordpress.com/2024/10/16/%e5%87%ba%e9%9b%b2%e5%a4%a9%e8%8a%b1/
"【LINE Rangers】先發投手莎莉｜2023年3月九週年新暗寵",1932,https://warmycat.wordpress.com/2023/03/01/%e5%85%88%e7%99%bc%e6%8a%95%e6%89%8b%e8%8e%8e%e8%8e%89/
"【LINE Rangers】遊戲玩家 夜櫻四怨｜2025年6月新火寵",1930,https://warmycat.wordpress.com/2025/06/15/%e5%a4%9c%e6%ab%bb%e5%9b%9b%e6%80%a8/
"【LINE Rangers】智慧之王 魔王利姆路｜2023年2月合作水寵",1926,https://warmycat.wordpress.com/2023/01/31/%e6%99%ba%e6%85%a7%e4%b9%8b%e7%8e%8b%e9%ad%94%e7%8e%8b%e5%88%a9%e5%a7%86%e8%b7%af/
"【LINE Rangers】王選候補者 愛蜜莉亞｜2022年10月合作木寵",1880,https://warmycat.wordpress.com/2023/02/11/%e7%8e%8b%e9%81%b8%e5%80%99%e8%a3%9c%e8%80%85%e6%84%9b%e8%9c%9c%e8%8e%89%e4%ba%9e/
"【LINE Rangers】認真的資優生 瑪露希爾｜2025年2月新木寵",1856,https://warmycat.wordpress.com/2025/02/21/%e7%91%aa%e9%9c%b2%e5%b8%8c%e7%88%be/
"【LINE Rangers】深不可測的瘋狂 傑克｜2023年10月新火寵",1767,https://warmycat.wordpress.com/2023/10/09/%e6%b7%b1%e4%b8%8d%e5%8f%af%e6%b8%ac%e7%9a%84%e7%98%8b%e7%8b%82-%e5%82%91%e5%85%8b/
"【LINE Rangers】莓果汽水兔兔｜2023年3月NFT新暗寵",1755,https://warmycat.wordpress.com/2023/02/27/%e8%8e%93%e6%9e%9c%e6%b1%bd%e6%b0%b4%e5%85%94%e5%85%94/
"【LINE Rangers】榮譽神坦 達克妮絲｜2023年12月新木寵",1710,https://warmycat.wordpress.com/2023/12/22/%e9%81%94%e5%85%8b%e5%a6%ae%e7%b5%b2/
"【LINE Rangers】暗黑騎士 雅兒貝德｜2023年4月合作新水寵",1689,https://warmycat.wordpress.com/2023/06/17/%e6%9a%97%e9%bb%91%e9%a8%8e%e5%a3%ab%e9%9b%85%e5%85%92%e8%b2%9d%e5%be%b7/
"【LINE Rangers】最佳拍檔 石田大和｜2024年6月新水寵",1683,https://warmycat.wordpress.com/2024/06/23/%e7%9f%b3%e7%94%b0%e5%a4%a7%e5%92%8c/
"【LINE Rangers】惡魔審判者KSM｜2024年11月新暗寵",1635,https://warmycat.wordpress.com/2024/11/14/%e6%83%a1%e9%ad%94%e5%af%a9%e5%88%a4%e8%80%85ksm/
"【LINE Rangers】CEO部長｜2021年9月新光寵",1620,https://warmycat.wordpress.com/2023/09/08/ceo%e9%83%a8%e9%95%b7/
"【LINE Rangers】副首領 龍宮寺堅｜2023年8月新水寵",1594,https://warmycat.wordpress.com/2023/08/09/%e9%be%8d%e5%ae%ae%e5%af%ba%e5%a0%85/
"【LINE Rangers】無限之塔小怪數據",1581,https://warmycat.wordpress.com/2023/05/20/%e7%84%a1%e9%99%90%e4%b9%8b%e5%a1%94%e5%b0%8f%e6%80%aa%e6%95%b8%e6%93%9a/
"【LINE Rangers】勇敢獅子與莎莉｜2023年7月新水寵",1522,https://warmycat.wordpress.com/2023/07/03/%e5%8b%87%e6%95%a2%e7%8d%85%e5%ad%90%e8%88%87%e8%8e%8e%e8%8e%89/
"【LINE Rangers】壽司師傅迪維特｜2022年11月新暗寵",1521,https://warmycat.wordpress.com/2023/03/23/%e5%a3%bd%e5%8f%b8%e5%b8%ab%e5%82%85%e8%bf%aa%e7%b6%ad%e7%89%b9/
"【LINE Rangers】藝術家莎莉｜2023年5月NFT新光寵",1501,https://warmycat.wordpress.com/2023/04/29/%e8%97%9d%e8%a1%93%e5%ae%b6%e8%8e%8e%e8%8e%89/
"【LINE Rangers】開運祈福小櫻｜2024年1月新水寵",1494,https://warmycat.wordpress.com/2024/01/17/%e9%96%8b%e9%81%8b%e7%a5%88%e7%a6%8f%e5%b0%8f%e6%ab%bb/
"【LINE Rangers】大型胡蘿蔔熊大｜2025年9月11.5週年新光寵",1485,https://warmycat.wordpress.com/2025/09/23/%e5%a4%a7%e5%9e%8b%e8%83%a1%e8%98%bf%e8%94%94%e7%86%8a%e5%a4%a7/
"【LINE Rangers】祈福揮毫部長｜2024年1月新暗寵",1446,https://warmycat.wordpress.com/2024/01/02/%e7%a5%88%e7%a6%8f%e6%8f%ae%e6%af%ab%e9%83%a8%e9%95%b7/
"【LINE Rangers】終極紫衣詹姆士｜2020年7月新暗寵",1423,https://warmycat.wordpress.com/2023/03/12/%e7%b5%82%e6%a5%b5%e7%b4%ab%e8%a1%a3%e8%a9%b9%e5%a7%86%e5%a3%ab/
"【LINE Rangers】第八代「黑龍」首領 黑川伊佐那｜2024年8月新火寵",1392,https://warmycat.wordpress.com/2024/08/27/%e3%80%90line-rangers%e3%80%91%e8%88%87%e7%9b%9f%e5%8f%8b%e7%ab%8b%e4%b8%8b%e7%9a%84%e8%aa%93%e8%a8%80-fs-%e9%87%8c%e7%b6%ad%ef%bd%9c2024%e5%b9%b48%e6%9c%88%e6%96%b0%e7%81%ab%e5%af%b5/
"【LINE Rangers】戰鬥女神潔西卡｜2023年11月NFT新暗寵",1376,https://warmycat.wordpress.com/2023/11/01/%e6%88%b0%e9%ac%a5%e5%a5%b3%e7%a5%9e%e6%bd%94%e8%a5%bf%e5%8d%a1/
"【LINE Rangers】太陽占卜師饅頭人｜2019年3月五週年新暗寵",1348,https://warmycat.wordpress.com/2025/01/12/%e5%a4%aa%e9%99%bd%e5%8d%a0%e5%8d%9c%e5%b8%ab%e9%a5%85%e9%a0%ad%e4%ba%ba/
"【LINE Rangers】科學王國 石神千空｜2025年4月合作新火寵",1308,https://warmycat.wordpress.com/2025/05/03/%e7%9f%b3%e7%a5%9e%e5%8d%83%e7%a9%ba/
"【LINE Rangers】挖角路德 恩琴｜2025年10月合作新木寵",1299,https://warmycat.wordpress.com/2025/10/27/%e6%81%a9%e7%90%b4/
"【LINE Rangers】佛傑家的女兒 安妮亞｜2025年12月合作新水寵",1298,https://warmycat.wordpress.com/2025/12/18/%e5%ae%89%e5%a6%ae%e4%ba%9e/
"【LINE Rangers】職業花式滑冰選手詹姆士｜2025年1月新光寵",1280,https://warmycat.wordpress.com/2025/01/10/%e8%81%b7%e6%a5%ad%e8%8a%b1%e5%bc%8f%e6%bb%91%e5%86%b0%e9%81%b8%e6%89%8b%e8%a9%b9%e5%a7%86%e5%a3%ab/
"【LINE Rangers】孤兒少年 路德｜2025年10月合作新水寵",1218,https://warmycat.wordpress.com/2025/10/27/%e8%b7%af%e5%be%b7/
"【LINE Rangers】靈丹魔女莎莉｜2019年11月新暗寵",1204,https://warmycat.wordpress.com/2023/07/27/%e9%9d%88%e4%b8%b9%e9%ad%94%e5%a5%b3%e8%8e%8e%e8%8e%89/
"【LINE Rangers】黃金鱷魚部長｜2023年9月NFT新光寵",1188,https://warmycat.wordpress.com/2023/10/17/%e9%bb%83%e9%87%91%e9%b1%b7%e9%ad%9a%e9%83%a8%e9%95%b7/
"【LINE Rangers】幸福樵夫熊大｜2023年7月新水寵",1148,https://warmycat.wordpress.com/2023/07/11/%e5%b9%b8%e7%a6%8f%e6%a8%b5%e5%a4%ab%e7%86%8a%e5%a4%a7/
"【LINE Rangers幻想篇】金火龍熊大",1020,https://warmycat.wordpress.com/2023/02/04/%e9%87%91%e7%81%ab%e9%be%8d%e7%86%8a%e5%a4%a7/
"【LINE Rangers】海灘救生員榮恩｜2025年7月新光寵",989,https://warmycat.wordpress.com/2025/07/22/%e6%b5%b7%e7%81%98%e6%95%91%e7%94%9f%e5%93%a1%e6%a6%ae%e6%81%a9/
"【LINE Rangers】S級魔導士 艾爾莎｜2021年10月合作木寵",946,https://warmycat.wordpress.com/2023/02/08/s%e7%b4%9a%e9%ad%94%e5%b0%8e%e5%a3%ab%e8%89%be%e7%88%be%e8%8e%8e/
"【LINE Rangers】闇黑玩具兵饅頭人｜2023年7月NFT新暗寵",902,https://warmycat.wordpress.com/2023/07/02/%e9%97%87%e9%bb%91%e7%8e%a9%e5%85%b7%e5%85%b5%e9%a5%85%e9%a0%ad%e4%ba%ba/
"【LINE Rangers幻想篇】黑暗騎士 北狗與小蜜桃",898,https://warmycat.wordpress.com/2023/02/11/%e9%bb%91%e6%9a%97%e9%a8%8e%e5%a3%ab%e5%8c%97%e7%8b%97%e8%88%87%e5%b0%8f%e8%9c%9c%e6%a1%83/
"【LINE Rangers】滑溜溜河童饅頭人｜2025年11月新闇寵",850,https://warmycat.wordpress.com/2025/12/15/%e6%b2%b3%e7%ab%a5%e9%a5%85%e9%a0%ad%e4%ba%ba/
"【LINE Rangers】高階魔將 迪亞布羅｜2023年2月合作火寵",806,https://warmycat.wordpress.com/2023/02/03/%e9%ab%98%e9%9a%8e%e9%ad%94%e5%b0%87%e8%bf%aa%e4%ba%9e%e5%b8%83%e7%be%85/
"【LINE Rangers】佛傑家的妻子 約兒｜2025年12月合作新木寵",557,https://warmycat.wordpress.com/2025/12/23/%e7%b4%84%e5%85%92/
"【LINE Rangers】卡片郵差噗噗｜2025年12月新聖誕飛翔寵",286,https://warmycat.wordpress.com/2025/12/24/%e5%8d%a1%e7%89%87%e9%83%b5%e5%b7%ae%e5%99%97%e5%99%97/
